CLUE,ANS,POS
A vote against ,nay,5
Deliberately avoid ,shun,2
Access ,entry,5
"Be present at, turn up for ",attend,1
Low-ranking naval officer ,ensign,3
Motor fuel ,diesel,2
"Complete, absolute ",total,18
West African country ,mali,1
Major Asian river ,indus,6
Musical instrument like a small guitar ,mandolin,2
Branch of mathematics ,algebra,1
Underground passage ,tunnel,2
Devilment or roguishness ,mischief,1
"Adversary, antagonist ",opponent,2
"Notions, thoughts ",ideas,1
Bird expert ,ornithologist,1
One receiving medical care ,patient,11
"Handle, run ",manage,3
Discomfort due to changing time zones when flying,jet lag,1
