CLUE,ANS,POS,FOUND IN
Means of help in project ,resource,1,Resources
(Of show) performed by a single person ,one-man,2,One-man show
Exhales sadly ,sighs,1,Sighs heavily
Units of sound intensity ,decibels,1,"Decibel (dB): The most commonly used unit of sound intensity, decibels represent the logarithmic ratio of the sound pressure level to a reference level"
Exhausted,tired,8,Tired (in various contexts)
Disease of pigs ,swine fever,3,African swine fever
Regular traveller to work ,commuter,1,Daily commuter
Someone from north of the border? ,scot,16,"Nova Scotian (for someone from Nova Scotia, Canada)"
"-- Radcliffe, English long-distance runner ",paula,1,Paula Radcliffe
Reuse (old ideas) with little improvement ,rehash,6,Rehash (recycling old ideas without adding anything new)
