CLUE,ANS,POS,FOUND IN
Food grain ,cereal,1,Cereal crop
Means of help in project ,resource,13,Resource provision
(Of show) performed by a single person ,one-man,14,One-man band (if music involved)
Language of much of the New World ,spanish,1,Spanish-speaking
Impelled ,driven,8,Driven by circumstances
Cavity in head ,sinus,20,Cavernous sinus fistula (an abnormal connection that may metaphorically resemble a 'cavity')
"'-' Marciano, US boxer ",rocky,11,Rocky (referring to Rocky Marciano)
Adhesive ,glue,2,Gluey
Ha-ha or peculiar? ,funny,17,Oddly funny
Church's policy ,doctrine,1,Sacred doctrine
Froth ,suds,18,Lathered soap suds
Stop - chorus ,refrain,14,Refrain interruption (when an additional refrain is introduced to signal a change in direction or theme)
Seal,o-ring,7,O-ring (often used in sealing)
Disease of pigs ,swine fever,3,African swine fever
Furrow ,groove,4,Grooved earth
