CLUE,ANS,POS,FOUND IN
Take on ,adopt,2,Adopt an attitude towards
"Cunning, deceit ",guile,1,Guileful
Make uneasy or cause to be worried ,perturb,17,Perturbed
Family,kin,1,Kinship
Cultivated grass,lawn,1,Lawned
Manner of walking ,gait,7,Gaiting
"Of soldier, illegally absent - initially ",awol,1,AWOL (Absent Without Leave)
Littoral region ,coast,1,Coastal
River of western Scotland ,clyde,1,Is there something specific you'd like to know about the River Clyde?
Small whirlpools ,eddies,5,Swirling eddies
