CLUE,ANS,POS
Event with assorted hindrances,obstacle race,7
Givers as of blood ,donors,1
Uncooked ,raw,1
Incorporeal being ,spirit,1
"Variety of agate, used as a gemstone",onyx,9
Pleads ,begs,2
Fine fabric ,silk,2
Informal conversation ,chat,1
Habitual worldwide traveller ,globetrotter,3
"Find, or establish in particular place ",locate,1
Region with more than three dimensions ,hyperspace,1
Comprehended ,understood,2
Former shire official,reeve,5
Strength -- could possibly ,might,3
Consider likely to happen,expect,3
Huge ,gigantic,1
Spoken ,oral,10
Bounce back ,rebound,8
Response ,answer,2
Exhibit ,show,15
State of SW US ,arizona,1
