CLUE,ANS,POS
Top US horse race ,kentucky derby,2
Bony framework ,skeleton,1
Any procedure regularly followed ,routine,1
Accustomed to home life ,domesticated,1
Large tall chimneys ,stacks,1
Ooze slowly out ,seep,4
Windless ,calm,1
City at the confluence of the Blue and White Nile ,khartoum,3
Dispenser of vapour for the nose or lungs ,inhaler,1
Planet ,mars,1
Luxury railway carriage ,pullman,9
Slippery fish ,eel,1
Southeast Asian country ,thailand,1
Complete a boxing match without being knocked out ,go the distance,2
Greek god of love ,eros,1
Northern Ireland city ,omagh,20
Toy bear ,teddy,1
Divided Cypriot city ,nicosia,1
Largest Canary island ,tenerife,1
Satan ,lucifer,5
Wild animals; a soccer team ,wolves,46
