CLUE,ANS,POS
Prickly plant with purple flowers ,thistle,1
Ignored ,neglected,4
Very beautiful or sensitive,exquisite,1
Land covered with trees ,forest,1
Loth,reluctant,1
Desiring or being short of ,wanting,10
Bay State ,massachusetts,1
Wesleyan ,methodist,2
Cleaning implement ,mop,1
Holy ,sacred,1
One of Santa's reindeers,prancer,3
Eccentric ,kooky,11
Leg joint,knee,1
Insurgent ,rebel,1
Graduates of a college ,alumni,1
Pester persistently,harass,1
Materialise ,appear,3
"High-pitched, piercing ",shrill,1
"Pledges, vows ",promises,1
Demureness ,coyness,7
