CLUE,ANS,POS
Tosca composer ,puccini,2
Daydream ,fantasy,1
Planet second nearest to the sun ,venus,1
Deep red spice,paprika,2
Item inserted in a written record ,entry,1
One who watches ,viewer,3
Unrest - upheaval ,turmoil,11
US state ,pennsylvania,37
Permissive,tolerant,3
Avoid or abstain from ,eschew,6
Lloyd Webber musical ,evita,4
Scottish estuaries,firths,1
Calling for immediate attention,urgent,1
New England state ,maine,6
"American state, capital Juneau ",alaska,1
Glowing in the dark ,fluorescent,8
"Blend, combine ",meld,6
Insipid ,vapid,4
Feudal subject ,serf,2
Fanaticism ,zealotry,1
Absorbent cloth ,towel,1
"Spanish dish of rice, meat and seafood",paella,1
Good at speaking (a foreign language?),fluent,1
Noticed ,spotted,5
Italian city with leaning tower ,pisa,1
Take a case to a higher court for review ,appeal,1
Cease ,stop,1
"Start, beginning ",onset,9
Despotism ,tyranny,1
Of late ,recently,1
Obligation,duty,1
"Official decree, from Russian ",ukase,2
