CLUE,ANS,POS
"Linchpin, principle support ",mainstay,11
Soft French cheese ,brie,1
Put a new surface on ,reface,1
Bite and grind food in the mouth,chew,1
Spicy pepper sauce ,tabasco,1
"Start, launch ",initiate,1
Goodbye ,farewell,1
Sailing boat ,yacht,1
Grant to help defray costs ,subsidy,4
Underground chapel ,crypt,1
Indian melody ,raga,1
Sticky substance ,goo,5
Contract of insurance ,policy,7
(Account) sum received ,credit,4
American university ,harvard,1
Mentally overexerted ,stressed,6
Rodents ,squirrels,7
Classical dance ,ballet,1
