CLUE,ANS,POS,FOUND IN
German submarine ,u-boat,3,U-Boot-Fahrer (U-Boat Driver) - The term for someone who operates a German submarine.
Ben Hur's car ,chariot,1,Charioteer
Hallucinatory state of wild excitement,delirium,15,Excited delirium (requires medical context)
Pay no attention to ,ignore,3,Ignore intentionally
Comparatively good ,better,1,Better than average
Ignites or illuminates ,lights,5,Lights up
Tightrope ,high wire,9,"Walking the high wire of diplomacy: This phrase illustrates the intricate and challenging nature of diplomatic negotiations, drawing a parallel with the daring tightrope walker's feat."
Ugly sight ,eyesore,7,Eyesore area
Of the same value ,equal,1,Equal weight
Ethylene glycol ,antifreeze,1,Antifreeze agent for cooling systems in automobiles
A tough and testing time ,ordeal,13,Trial ordeal
Zodiacal bull ,taurus,1,"Taurus - The astrological sign represented by the zodiac symbol resembling a charging bull, embodying characteristics such as determination, courage, and reliability."
Worshipped and venerated ,adored,12,Devoutly adored
House of concubines ,harem,6,Harem-like household
Scientist; type of shop ,chemist,5,"Chemistry Shop: A store that focuses on chemicals, reagents, glassware, and other products used specifically by chemists and chemical engineers."
Danger ,hazard,2,Hazardous
Gobbledygook,gibberish,9,Unintelligible gibberish
