CLUE,ANS,POS
Verbally superfluous ,tautological,17
Protrude ,jut,1
"Old, courtly dance ",saraband,4
Quite obvious and clear ,evident,3
Blacksmith's block ,anvil,1
UN children's organisation ,unicef,1
Tiered ,layered,1
Bone in lower leg ,tibia,1
Naval commander -- wrestling hold ,nelson,10
Waterbird; fool ,goose,6
One-way-motion toothed wheel ,ratchet,1
Requiring speedy action,urgent,1
Smallest (in amount) ,least,1
Self-centred ,egocentric,1
"Alters, makes right ",amends,7
Anniversary ,jubilee,4
False god ,idol,1
Afternoon nap ,siesta,1
Ship's smokestack ,funnel,1
Part of speech ,adverb,4
"Cotton, slave, estate ",plantation,1
Unjust ,unfair,1
Shellfish ,shrimp,8
Learn (anag),renal,6
Sikh headdress ,turban,1
Demand ,claim,19
Citrus fruit ,lime,3
Fast American dance,jive,17
"Pierced, like meat",skewered,1
Be clothed in ,wear,1
Group of people behaving like sheep? ,herd,2
Car's home (or hospital?) ,garage,1
Entertaining ,amusing,1
"Notable, full of incidents ",eventful,1
Answer ,response,2
