CLUE,ANS,POS
Informal energy or drive ,vim,3
Note equivalent to four crotchets ,semibreve,2
Send on; football player ,forward,1
Stretch of time ,period,15
Celebrity,star,1
Aviator ,pilot,1
Examination of component parts ,analysis,1
Respect ,deference,11
Perfect combination of people for a task ,dream team,1
Vehicle for pulling others ,tractor,1
Capital of Turkey ,ankara,1
"Inordinate, unreasonable ",excessive,1
Officials to ensure fair play ,referees,1
Considers or believes likely ,suspects,2
Italian wine ,chianti,2
Antagonistic ,hostile,1
Be in accord,agree,1
Breastbone ,sternum,1
Frustrated and foiled ,thwarted,2
Aperture or opportunity ,opening,1
Wooden hammer ,mallet,1
Crown or headband as sign of sovereignty ,diadem,1
The defendant ,accused,2
"Fabric, material ",textile,2
Put up with ,tolerate,1
Slightly drunk ,tipsy,2
Distance from equator measured in degrees ,latitude,1
"Plant, avens ",geum,2
Fluid collected by bees ,nectar,1
"Listlessness, lethargy ",lassitude,13
Annoy or irritate ,irk,6
Improvement in quality ,enhancement,1
Good enough ,adequate,3
Oily ,greasy,1
Fragrance,aroma,1
Old ,ancient,11
