CLUE,ANS,POS,FOUND IN
Cover for a gramophone record ,sleeve,1,Record sleeve
Ramshackle ,dilapidated,20,Dilapidated building
Ovum ,egg,1,Egg cell
(Of duck) moving bill in water while feeding ,dabbling,6,Aquatic dabbling
Channel north of Isle of Wight ,solent,1,Solent (in the UK context)
Snug ,cosy,8,Cosy cocoon
Actor with non-speaking role ,extra,16,"Background extra (no lines, but visible on screen)"
"Diamonds, rubies, sapphires etc ",jewels,7,Luxury jewels
Walk arrogantly ,swagger,1,Swaggering
Balkan country,macedonia,8,North Macedonia
Very strong wind ,gale,1,Gale-force
Boy ,lad,11,Young lad
