CLUE,ANS,POS
Leading Brexiteer's given name ,boris,1
Tight group of like things,cluster,1
Entire and complete ,intact,11
Saunters ,strolls,1
Greek letter E ,epsilon,1
Conforming in every respect,corresponding,12
Deadly ,lethal,1
Close acquaintance ,friend,1
"Devilment, impishness ",mischief,1
Part of country surrounded by foreign territory,enclave,2
"Enormous, gigantic ",colossal,1
Doubts; reconsideration ,second thoughts,3
Distraught ,grief-stricken,15
Pull out - quotation ,extract,1
Shut ,closed,1
