CLUE,ANS,POS
Baldness ,alopecia,1
Port in southwest Spain ,cadiz,1
Shorebird found on sniper pad ,sandpiper,1
Dark brown fur,sable,8
Chocolate substitute ,carob,1
Demolished ,razed,9
Portraying romanticised country life ,pastoral,1
Explanatory drawings ,diagrams,2
Show to be false ,debunk,5
Small tower above a building ,turret,1
Bavarian town known for its passion play ,oberammergau,1
Jason's sorceress ,medea,1
Change direction ,turn,4
Noted Norwegian playwright ,ibsen,1
Bashed ,battered,14
"Mock, sneer at ",deride,1
Check on - large lizard,monitor,1
Courageous woman ,heroine,1
Deadlock ,impasse,1
"Dry, parched ",arid,1
"Fair City or Coronation Street, say ",soap opera,6
"Ankle, e.g. ",joint,14
Boots and shoes ,footwear,1
Brought up ,raised,2
Judgment,verdict,1
Absolves,exonerates,4
SI unit of electromotive force,volt,1
Yellowish brown colour ,khaki,9
