CLUE,ANS,POS,FOUND IN
French impressionist painter ,renoir,2,Renoir  
Freshwater sea of Israel ,galilee,1,Sea of Galilee
"Source, derivation ",origin,1,Ancestry - Origin or source of lineage and descent
Burial place ,tomb,1,Tombstone
Mental picture; idol ,image,1,Imagery
"Small beetle, crop pest ",weevil,2,Beetleweevil
Reckoning of a debt or of votes ,tally,1,Tallying
Computer network ,internet,18,TCP/IP (Transmission Control Protocol/Internet Protocol)
Tin alloy used to make plates and mugs,pewter,1,Pewter  
Cut of meat from the lower back and sides,loin,2,Pork loin
Striped equine ,zebra,3,Half-Zebra
