CLUE,ANS,POS
Eucharistic cups ,chalices,2
Strikes attidude for artist ,poses,3
Fee paid to secure services ,retainer,6
Muggy ,humid,1
Without fixed limits or restrictions,open-ended,4
"Drink, maybe philtre ",potion,3
Star sign ,virgo,12
Take a stand against ,oppose,19
Tennis court feature ,net,2
Damage ,harm,46
Egyptian goddess ,isis,2
Interlaced link of hair strands ,braid,5
"Hurry, haste ",rush,2
"The universe, all things ",creation,17
Revenge ,reprisal,8
Sudden apprehension and fear ,alarm,3
"Locomotives, carriages etc",rolling stock,5
Thighbone ,femur,3
