CLUE,ANS,POS,FOUND IN
Burn ,combust,15,Combustion
Couple ,two,5,Twosome
Jewish meal ,seder,3,Kosher Passover Seder
Increase in size,grow,4,Growth
Former shire official,reeve,4,Reeve (a representative of manor lordship)
Strength -- could possibly ,might,1,"Evelyn Witts, when interpreting the clue ""Strength -- could possibly,"" I would suggest that it might refer to a type of strength or perhaps an adjective describing something potentially strong"
Consider likely to happen,expect,10,Expected
Avocado ,alligator pear,12,Alligator pear (another common nickname for an avocado due to its shape and texture)
Virus disease leaving pockmarks ,pox,1,Smallpox
Overcome; original copy ,master,17,Mastered obstacle (if a metaphorical interpretation is intended)
Overprotective government deplored by Thatcher ,nanny,1,Nanny state
Exhibit ,show,2,Showcase
