CLUE,ANS,POS
"Way, course ",route,4
Japanese island ,okinawa,4
"Dirty, grimy ",grubby,4
"Eg, native of Teheran ",iranian,2
Chic ,stylish,9
Elastic item,rubber band,1
US witch-trial town ,salem,1
Female singing voice ,alto,2
Level or smooth ,even,2
Elongated fish ,eel,1
Lazy ,idle,7
Cruel dictator ,despot,2
Greek master of geometry ,euclid,1
Duct that carries urine ,ureter,1
Old name for Spanish peninsula ,iberia,2
Entrust with secret ,confide,1
Sudden sharp decrease in quantity ,dip,2
