CLUE,ANS,POS,FOUND IN
New York borough and island in Bay ,staten,4,Staten Island
Plunge into liquid ,immerse,1,Immersed in fluid
Canons and creeds ,tenets,5,Religious tenets
Subject to scrutiny ,examine,2,Being examined closely
Chose by poll ,elected,1,Democratically selected
Fall due; accumulate ,accrue,15,Accrue gradually
Make a mistake ,err,1,Error-prone
Estimate value of - speed,rate,9,Accelerated: Refers to the increase in speed or velocity over time; generally associated with growth or progressive enhancement of pace.
Never wearying ,tireless,2,Effortlessly tireless
Divine messenger ,angel,1,Angelic emissary
Whole and complete ,entire,1,Entirety
"Stress, accentuation ",emphasis,14,Prolonged vowel sounds for emphasis
Hole in a needle ,eye,6,Lacking eyelet
Great fear ,terror,16,Trembling with terror
