CLUE,ANS,POS
Of horses ,equine,1
Shoe part,heel,2
Highly prized flower ,orchid,4
Tending to enter uninvited ,intrusive,1
Allot or ascribe ,assign,1
Small birds ,sparrows,1
Clothes fastener of two pieces of cloth that stick ,velcro,5
Artist's tripod ,easel,1
Primitive rural transport ,oxcart,3
Sudden feeling of fear,fright,3
Herb to make money ,mint,5
Large flatfish ,turbot,3
"Strict, stark ",severe,2
Passionately dislike,hate,3
Not easy to see or understand ,unclear,15
Flavour ,taste,1
Mixed drink ,cocktail,1
Controller of aircraft ,pilot,1
Female sheep ,ewe,1
Eyelash cosmetic ,mascara,1
"Soften, give in ",relent,1
Subatomic particle ,neutron,3
