CLUE,ANS,POS,FOUND IN
Bursary ,grant,3,Educational grant
Exclamation from Archimedes ,eureka,1,"His exact words are believed to be a combination of Greek and Latin, but ""Eureka"" is often used as a shortened form.)"
Sealed so as to be airtight,hermetic,7,Hermetically sealed
Settle ,solve,8,Resolve
What cows chew ,cud,1,Cud (the sound cows make while chewing)
Disband troops ,demob,1,Demobilize
Said or did again ,iterated,1,Reiterated
Ability to act ,power,13,Virtual power
Fall from the faith ,lapse,4,Relapse
Changing direction ,turning,8,Turning around
