CLUE,ANS,POS
"Open, up front ",overt,12
Giddy-minded ,flighty,19
Small rocket engine for spacecraft control ,thruster,1
Band of colours in a rainbow ,spectrum,1
Gambling game ,roulette,1
Deep rift,chasm,1
Cressida's Shakespearean lover,troilus,1
Capable of lasting ,durable,1
Flower arrangement ,bouquet,2
Monster of Crete,minotaur,1
Side of London associated with Cockneys ,east end,1
"Musical performance, under a lady's window? ",serenade,1
A soft white cheese ,brie,1
Circular frame with spokes,wheel,1
Main part of concert hall ,auditorium,3
Climb ,ascend,2
Charlotte Bronte novel ,jane eyre,1
Plundered ,looted,3
Consume too much ,overeat,1
