CLUE,ANS,POS,FOUND IN
Stroke lovingly,caress,4,Caress softly
Very steep ,precipitous,18,"Rugged, precipitous path"
Newspapers,press,5,Daily press
Pant ,gasp,8,Gasping for air
Establish firmly in well-defended position ,entrench,11,Well-entrenched
Leisurely walk ,amble,2,Pleasant ramble
Smouldering piece left over from a fire,ember,4,Glowing ember
Barrel-maker ,cooper,1,Coopers
Rule Britannia composer ,arne,7,Thomas Arne (composer associated with the tune)
Something that compensates,offset,14,Pain-offsetting
Testimony - verification,evidence,7,Evidentiary evidence
Light midday meal in India ,tiffin,5,Lunch box tiffin
Local habit,custom,1,Neighborhood custom
American country gaining independence from Spain in 1810 ,mexico,2,Mexico Grito de Dolores
Greek goddess ,athena,3,"Athena - Goddess of wisdom, courage, and warfare"
In the direction of ,towards,9,Directly (implying towards a specific target)
Equipment ,kit,12,Kits
Split ,separate,4,Separated or parted off
Land surrounded entirely by water,isle,16,Isle of waters
Nationality of a citizen of Helsinki ,finn,1,Finnish
Petty quarrel ,spat,6,Spats
Consent ,agree,1,Agreement
Ring-doughnut shape ,torus,5,Bulbous torus
Paper fastener ,staple,8,Staple gun (for staples)
Vegetation; informer ,grass,13,Gossiping grassroots
