CLUE,ANS,POS
Prickly plant with purple flowers ,thistle,2
Ignored ,neglected,3
An alloy of mercury with another metal ,amalgam,1
Very beautiful or sensitive,exquisite,1
Land covered with trees ,forest,1
Desiring or being short of ,wanting,10
Lock (of hair) ,tress,3
Cleaning implement ,mop,2
Not achieving one's aim ,unsuccessful,2
Holy ,sacred,1
One of Santa's reindeers,prancer,3
System of beliefs,creed,7
Eccentric ,kooky,3
Words said to a sneezer ,bless you,1
Insurgent ,rebel,1
Graduates of a college ,alumni,1
Materialise ,appear,3
"High-pitched, piercing ",shrill,1
"Pledges, vows ",promises,1
