CLUE,ANS,POS
Clapping ,applause,1
Allocates a task ,assigns,2
Infantile,babyish,7
Assert one's right to,claim,1
Zodiac sign ,aquarius,11
Men whose wives have died ,widowers,1
Picture ,image,6
Ten years ,decade,1
Relating to artistic writing ,literary,2
Window in  a roof ,skylight,1
Obscured or unclear ,veiled,19
Immeasurably bad ,abysmal,1
Breed of antelope ,impala,10
Harbinger ,herald,4
Loss of memory ,amnesia,1
The Roman emperor said to have made his horse a consul,caligula,1
"Beliefs, dogmas ",tenets,1
Food item made with bleached flour ,white bread,1
Pilots,aviators,1
A wine of the best grade ,grand cru,2
Steak type ,t-bone,3
Broad smile,grin,1
Seat of a monarch ,throne,1
Member of police force ,officer,1
Attire ,dress,4
Affectedly polite and refined ,genteel,1
