CLUE,ANS,POS
Arab or Muslim at time of the Crusades ,saracen,1
Power and prestige ,influence,1
Don't hold on,let go,3
Having no intelligible meaning ,nonsense,3
"Sanctuary, asylum ",refuge,1
Intense anger,fury,2
Sailors' dance ,hornpipe,2
Unwelcome intrusion ,invasion,1
State of bliss ,nirvana,1
Enthusiastically ,eagerly,2
Church spire ,steeple,1
"Talked wildly, raved ",ranted,1
Warlike Hunnish king ,attila,1
Skill in a particular field ,prowess,10
Forswear ,abjure,3
Mild oath associated with medieval England,gadzooks,12
Dispirited ,dismayed,9
