CLUE,ANS,POS
Quickly and without warning ,suddenly,1
"Infuriated, outraged ",incensed,2
Sound of a plucked string ,twang,1
Maritime,nautical,3
"Mount, ascend ",climb,1
Atmosphere ,air,1
Commercial vehicle ,van,2
Inn ,tavern,10
Wanting too much ,greedy,2
"Long, narrow ranges of hilltops ",ridges,1
Country in Indochina ,vietnam,5
Diminish ,lessen,11
Long pointed weapons ,lances,2
Scottish dance ,reel,3
"Range, extent ",scope,1
Chaos ,mayhem,8
Mountain ash ,rowan,1
Substance exuded by acacia ,gum arabic,17
"Mockery, ridicule ",derision,15
"Trembling, vibrating ",shaking,4
Weapon store ,arsenal,2
Paid killer ,assassin,1
District ,area,3
Innate ,natural,2
Naval officer ,admiral,5
