CLUE,ANS,POS
Showed amusement ,laughed,2
Stipulation,proviso,13
Monumental (task) ,herculean,1
Burrowing marsupial ,wombat,9
Cycling arena,velodrome,1
Frighten ,scare,3
Nocturnal bird ,owl,1
Incursive attack ,invasion,10
Rarely,seldom,2
Braids ,plaits,1
Edible crustacean ,shrimp,2
Conceivable,possible,2
Straight ,direct,2
Conversion to a particular measurement system ,metrication,7
The Dog-star ,sirius,2
Company emblem ,logo,1
Ironic ,wry,18
Post; armour ,mail,2
(Child's) rabbit ,bunny,1
Bank guarantee of payment ,letter of credit,7
"Dangers, risks ",perils,2
Alga ,seaweed,2
Make more attractive,enhance,2
