CLUE,ANS,POS,FOUND IN
Characteristic mode of expression ,idiom,15,Idiomatic - conforming to specific rules pertaining to a particular language that are not easily understood by those unfamiliar with it.
Locomotive ,engine,2,"Powered train: A term often used for trains that are powered by engines, as opposed to steam or human-powered locomotives."
Mythical story ,legend,9,"And thus, the legendary tree remained a beacon for those who sought to uncover life's deepest mysteries, forever entwined in an endless dance between myth and reality."
American (colloq.) ,yank,2,Yanks
Branch of linguistics concerned with meanings ,semantics,15,Cognitive Semantics
Performance by one person ,solo,4,Solo success
(Of a face) yellowish ,sallow,1,Sallow complexion
Founder of Methodism ,wesley,1,John Wesley
Protection from the rain ,umbrella,2,Sheltered by an umbrella or canopy
Spin-stabilised device ,gyro,1,Gyroscopically balanced
Zodiac sign - tumour ,cancer,1,"Cancer (the zodiac sign associated with the astrological symbol of a crab, often linked metapromptically to nurturing and self-preservation instincts that could be related to cancer)"
Wish ,hope,8,Heartfelt hope for improvement
Stretch of time ,period,1,Prolonged period
Pleasure boats ,yachts,2,Leisure yachts
Established religious ceremony ,rite,1,Sacred rite
"Caribbean country, capital Port-au-Prince ",haiti,2,"Hispaniolan: Located on the island shared by Haiti and the Dominican Republic, this term refers to one side of the Caribbean nation in question."
