CLUE,ANS,POS,FOUND IN
"Inscribed slab found 1799, making it possible to decipher Egyptian hieroglyphics ",rosetta stone,17,Rosetta Stone's historical significance
"Trot in after sea-god, son of Poseidon ",triton,1,"Poseidon is the god of the sea, and his sons are Tritons"
Stated firmly ,asserted,5,Unwaveringly asserted
Bovine animals ,cattle,12,Beef cattle
Products of creativity ,art,4,Artworks
"Medieval Japanese trained in martial arts, assassination and espionage ",ninja,1,"Under the guidance of his sensei, Kaito honed his skills in martial arts, assassination, and espionage, becoming one of the most feared and respected shinobi (ninja) of his time."
US state ,indiana,7,Indiana (has a relatively high rate of food insecurity)
Curly-haired breed of dog ,poodle,2,"**Cockapoo**: A cross between a Cocker Spaniel and a Poodle, known for their curly or wavy coats."
Curly-leaved endive ,fris,1,Frisée
Person from country nothe of china ,mongol,20,Mongolia
