CLUE,ANS,POS,FOUND IN
Row with two oars,scull,11,Sculling boat
On the exterior ,outside,1,Outside layer
Secretly follow ,tail,20,Undetected tailing
Tennis bat ,racquet,2,Tennis racquet
Unsightly ,ugly,20,Ugly duckling (in reference to something that is unsightly but may become beautiful with time or transformation)
Financial gain ,income,14,Interest income
Honey producer ,bee,1,Beekeeper
Brief decline from high standards ,lapse,3,Minor lapse
Legal order ,writ,19,Legal writ
SOS! ,help,5,Cry for help
