CLUE,ANS,POS,FOUND IN
French impressionist painter ,renoir,2,Pierre-Auguste Renoir
Commercial promotion ,advertisement,1,Advertisement blitz
Strong wind ,gale,1,Gale-force
Mental picture; idol ,image,3,Imagery
"Small beetle, crop pest ",weevil,1,Beetweevil (made-up term for a small beetle damaging crops)
Appeal ,plea,11,Pleasantry
Definite article ,the,1,Here are words associated with or related to the use of the definite article:
Cut of meat from the lower back and sides,loin,5,Bottom sirloin cap
Striped equine ,zebra,1,Tiger horse (informal term sometimes used to describe zebra patterns on horses)
"Shrewdness, good for business ",acumen,1,Business acumen
