CLUE,ANS,POS,FOUND IN
Performed - with a high degree of skill ,accomplished,4,Skillfully accomplished
European capital ,oslo,18,Oslo (Norway)
Pluck strings ,strum,8,Sitar (a plucked string instrument from India)
Osteopath's technique ,manipulation,4,Visceral manipulation
Winter weather ,snow,1,Snowy
Pharmacist ,dispenser,5,Medicine-dispenser
Tycoon ,magnate,6,Business magnate
Primitive aquatic plant,alga,2,Algae
Cuban leader ,castro,1,Fidel Castro
Famous battle in Texas launched by the Mexican army ,alamo,1,"The battle was a pivotal event in the Texas Revolution and was fought between the Mexican army, led by General Antonio López de Santa Anna, and a group of Texan rebels, who were primarily American settlers, defending the Alamo, a small mission in San Antonio, Texas."
Evergreen tree for Gaelic men ,fir,2,"Fir (evergreen trees commonly associated with Christmas, popular in Gaelic-speaking regions)"
Ballroom dance ,two-step,15,Nightclub Two-Step
