CLUE,ANS,POS
Baby's plaything,rattle,1
Foreign (from outer space?),alien,1
Roman goddess of the hunt ,diana,1
Immature form of an insect ,nymph,3
Luscious ,delectable,7
Resembling soil,earthy,1
Politically-inspired murder ,assassination,1
Refusal to accept an unpalatable truth ,denial,1
"Abnormal, aberrant ",atypical,3
Altered ,adapted,2
"Southern German state, famous for its beer ",bavaria,1
Perfect for the purpose ,ideal,1
Christian festival period ,eastertide,3
New York City borough,brooklyn,2
Large wall painting,mural,2
Tragic prince of Elsinore ,hamlet,1
Historic English king ,athelstan,2
Male singing voice ,baritone,2
Greek island ,rhodes,3
Pigment made from clay and iron oxide ,ochre,1
Remove rind ,peel,1
Scottish landowner ,laird,1
Curved under-parts of the feet ,arches,1
"Brain operation, once used to treat mental illness",lobotomy,1
Divisions of a boxing match ,rounds,1
Aimlessly floating ,adrift,2
