CLUE,ANS,POS,FOUND IN
Angle between leaf and stem ,axil,8,Axillary bud inclination
"Listening device, insect or electronic fault ",bug,1,Bugging
Make better ,improve,1,Improved version
Many-coloured gem ,opal,11,Opal (multi-colored gemstone)
Highway ,road,3,Arterial road
Occasion for excessive eating or drinking,binge,1,Binge-eating disorder
Imperial weight ,ounce,13,Ounce (avoirdupois system)
Thick liquid for skin ,lotion,1,Body lotion
Peculiarity of phrase in a language ,idiom,1,Idiomatic expression unique to the language
Stand firm against ,resist,1,Resist pressure
Shielded ,sheltered,7,Sheltered from harm
Made ready (to fire) ,primed,5,Primed for action
Broad ,wide,1,Wide-ranging
Strain ,tension,6,Muscular tension
Chain of rocks underwater ,reef,8,Coral reef structures (which can be surrounded by rocks)
Coral island ,atoll,9,Oceanic crust (part of the seafloor around many coral atolls)
Improve equipment or promote ,upgrade,1,Upgrade machinery for efficiency
