CLUE,ANS,POS,FOUND IN
Spanish friend ,amigo,1,Amigo español
Taurus,bull,2,Bullish (related to optimism)
Evaluations ,assessments,2,Assessments (evaluation of performance or abilities)
A simple or old song ,ballad,3,Folk ballad
Hebridean island ,barra,3,Barra (the southernmost of the inhabited islands in the group)
Lie with arms and legs spread about loosely ,sprawl,16,Horizontal sprawl
Set in motion,trigger,6,Triggered
State-of-the-art ,cutting-edge,20,"Cutting-edge - At the forefront or leading edge of technology, development, etc., as in ""cutting-edge research."""
Least in difference between high and low tides,neap,1,"Neap tides occur because the gravitational forces from the sun and the moon are perpendicular to one another, reducing their combined effect on Earth's oceans."
Field of grass ,meadow,2,Meadow (5 letters) - A field dominated by wild vegetation; often found in rural landscapes.
Handle something awkwardly ,fumble,2,Fumble with
Unit of current ,ampere,2,"Ampere (unit of current) - The term is derived from André-Marie Ampère's name, who studied electricity and magnetism."
