CLUE,ANS,POS
Study of birds ,ornithology,4
Force that produces rotation ,torque,42
"Brilliant, fantastic ",superb,4
Turkic language ,tatar,9
Horse's gait - extreme leftist,trot,3
It used to be call a love-apple ,tomato,2
"Ex-Portuguese colony annexed by Indonesia, independent since 2002",east timor,2
Outlook,prospect,16
Hindu ascetic ,yogi,9
Substance sealed in container and released as fine spray ,aerosol,2
Just coming into existence ,nascent,21
Affronted ,insulted,2
Plaything ,toy,2
Circular frame with spokes,wheel,2
Groups of singers ,choirs,3
