CLUE,ANS,POS,FOUND IN
Food grain ,cereal,1,Cereal crop
(Of show) performed by a single person ,one-man,4,One-man band
Impelled ,driven,2,Driven by a force or influence
Cavity in head ,sinus,10,Sagittal sinus opening
Adhesive ,glue,2,Gluey
Risk-free risk? ,safe bet,8,Safe bet (in a non-financial sense)
Ha-ha or peculiar? ,funny,10,Unusually funny
Vulpine ballroom dance ,fox trot,16,Clever fox trot
Orderly ,methodical,2,Methodically arranged
CS Lewis' fictional realm,narnia,2,"The heart of Narnia is the magnificent castle of Aslan's Peak (formerly Cair Paravel), where King Peter, Queen Susan, Prince Edmund, and Princess Lucy rule with fairness and wisdom, guided by the divine spirit of Aslan himself – a majestic lion symbolizing strength, courage, and redemption."
Church's policy ,doctrine,1,Sacred doctrine
Units of sound intensity ,decibels,1,Decibels (dB)
Herb ,thyme,17,Thyme-laden
Regular traveller to work ,commuter,1,Daily commuter
Someone from north of the border? ,scot,4,United Kingdom resident (if not specifically Scottish)
Reuse (old ideas) with little improvement ,rehash,4,Rehashed thought
