CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Ravine ,canyon,2
Very light gas ,helium,2
Rutland town ,oakham,1
Parasites ,leeches,7
Cab ,taxi,1
Give to a good cause ,donate,1
Conference participant ,attendee,1
Make certain ,ensure,4
Select ,pick,2
Small ingenious device ,gadget,1
"Ballroom dance, originally from Germany",waltz,1
Country and porcelain ,china,1
Don't take the rubbish ,refuse,5
Unsightly ,ugly,2
Reacts verbally ,replies,2
Winter sport where stones are slid towards a target,curling,1
Cricket fielding position,mid-off,3
Kingdom,monarchy,1
"Roman Emperor, d. 117",trajan,2
The Garden of Eden ,paradise,1
Hurts through constant rubbing ,chafes,16
Oneness,unity,1
