CLUE,ANS,POS
"Experience, perceive ",feel,3
Parliamentary break ,recess,1
Sea inlet ,gulf,9
Inebriated ,drunk,1
"Sickness, ailment ",malady,3
"Curious, odd ",peculiar,2
"Stranger, outsider ",foreigner,2
Imaginary place where everything is perfect ,utopia,1
Noah's vessel ,ark,1
Out of tune,off-key,1
Figure maker ,sculptor,1
Rips; droplets ,tears,1
Bizet opera ,carmen,1
"Trustworthy, dependable ",reliable,1
Plaything ,toy,1
Colouring stick ,crayon,1
"Dry, parched ",arid,1
Causing disgrace ,ignominious,10
Emaciated ,skeletal,6
Endeavours ,attempts,2
Sieve ,strainer,2
Gobsmacked,dumbstruck,3
Situation from which no progress can be made ,deadlock,2
Alehouse,tavern,1
"Small, wild US horse",mustang,1
Throw ,fling,2
Stone pillar tapering towards a point ,obelisk,2
Foreign lodger doing housework,au pair,9
Person who steals things ,thief,1
Tangible - of touch ,tactile,7
Plunge ,dive,1
Smart or shrewd ,clever,2
Entourage ,retinue,5
