CLUE,ANS,POS,FOUND IN
South Pacific member of the Commonwealth ,fiji,4,Fijian
Mean - purpose,intend,1,Intended
Subcontinent ,india,3,India's geographical region
That which is aimed at ,target,1,Targeted effort
Expression of disapproval ,reproach,9,Reproachful observation
Flax fabric ,linen,1,Linen-like texture
Colour; sad ,blue,1,Blue mood
Unintelligent ,stupid,4,Stupidly careless
Guffaw ,laugh,1,Laugh-out-loud
Husks of cereal grain,bran,4,Bran particles
Time for relaxing ,leisure,1,Leisurely
Dying coals in fire ,embers,6,Smoldering embers
Parisian tower designer ,eiffel,1,Gustave Eiffel
Regret ,rue,7,Rueful
Unit of energy ,erg,7,"Erg (erg or erg·s^-1, in the centimeter-gram-second system)"
