CLUE,ANS,POS
Arab ruler ,emir,3
Greek god of wine and ecstasy ,dionysus,1
Concurred ,agreed,1
Fruit trees ,orchard,1
Boiling water vapour,steam,1
Playwright ,dramatist,1
Generally liked ,popular,4
Northern Ireland Protestant,orangeman,3
Affable ,genial,3
Deferred ,delayed,2
Prohibited,barred,16
Muslim law ,sharia,1
Map ,chart,1
Belgian city,liege,4
Sound reverberations ,echoes,1
Having no predetermined limit ,open-ended,5
"Superior, of the highest quality ",excellent,4
"Instructions, commands",orders,3
Relieving pain,analgesic,4
Group of nerve cells from which fibres radiate ,ganglion,3
Branch of maths ,geometry,3
Wheat-like cereal ,rye,3
Brother or sister ,sibling,1
"Alone, apart, detached ",isolated,1
Fleet of armed ships ,armada,1
"Intimidating, discouraging ",daunting,1
Spanish gypsy dance ,flamenco,1
