CLUE,ANS,POS
(Of show) performed by a single person ,one-man,3
Impelled ,driven,8
Hand tool for plasterers or gardeners ,trowel,22
Promise or pawn ,pledge,5
Adhesive ,glue,3
Short pointed beards ,goatees,3
Loathes and detests ,abhors,3
Any plane figure with straight sides ,polygon,2
Church's policy ,doctrine,4
Long-faced ,glum,4
Froth ,suds,5
Beats about the bush ,evades,43
Herb ,thyme,4
Disease of pigs ,swine fever,2
Bird used in falconry ,goshawk,4
Furrow ,groove,3
Regular traveller to work ,commuter,2
"-- Radcliffe, English long-distance runner ",paula,48
