CLUE,ANS,POS
Arab ruler ,emir,3
Formal written work dealing with a particular subject ,treatise,5
Card game with four players ,bridge,1
Acute shortage ,dearth,18
Greek god of wine and ecstasy ,dionysus,1
Inequitable ,unjust,1
Concurred ,agreed,1
Absence of logic ,irrationality,2
Going too fast ,speeding,1
Fire-raising crime ,arson,1
Dependent (on someone or something) ,reliant,1
The state of being alone ,solitude,1
Film scene from an earlier time,flashback,1
Boiling water vapour,steam,1
Playwright ,dramatist,1
Generally liked ,popular,1
Northern Ireland Protestant,orangeman,3
Affable ,genial,6
Acceptance ,approval,1
