CLUE,ANS,POS
Circus MC ,ringmaster,1
"Fuse, combine",coalesce,9
Page or foliage ,leaf,1
Up to (a time) ,until,1
Underwater detection system ,sonar,1
Unoccupied or not in use,idle,3
"Acute viral disease, technical name variola",smallpox,2
Room warmer ,heater,2
Spring hoax victim ,april fool,1
This moment ,now,1
State an intention to harm ,threaten,1
European country,france,1
Judge of artistic works ,critic,2
Soundless ,silent,1
"Part, share ",portion,3
Strong building material ,concrete,1
Osculating ,kissing,1
Division of company ,department,2
Alone ,unaccompanied,6
Picture,image,3
One of the living dead ,zombie,1
Group of players ,team,1
