CLUE,ANS,POS,FOUND IN
Cold season ,winter,2,Wintertime (most direct association with 'cold' as a season)
Landed property ,estate,1,Real estate
Shore ,coast,12,Coastal area
'It takes ? to tango' ,two,1,"Partner(s) - ""Dancing shoes, two."""
Illuminate ,light,2,Enlighten
Get ready ,prepare,1,Prepare yourself
Upper chamber of Parliament ,house of lords,2,House of Lords (UK equivalent)
International formula car race ,grand prix,2,Grand Prix circuit
Door support ,hinge,2,Hinge - A simple word that often comes up as crossword clues.
Drawn in - withdrawn,retracted,14,Charmed (drawn in) - Retracted (withdrawn into oneself or retreated)
Vivid long-tailed bird of the Americas,quetzal,2,Quetzal - a type of trogon that has elongated central rectrices (tail feathers).
