CLUE,ANS,POS
Hard Italian cheese,parmesan,1
Band worn around the neck ,choker,9
Exotic flower ,orchid,1
Bovine animals ,cattle,1
Hostelry for travellers ,inn,3
Set of clothes or group of people ,outfit,1
Immediately appealing or noticeable,eye-catching,1
Requirements ,needs,12
It's distilled from molasses ,rum,1
Sheer fabric of silk or rayon ,chiffon,5
"Quietly, without fuss ",calmly,43
Exciting sensations ,thrills,1
Lustre ,sheen,9
"Medieval Japanese trained in martial arts, assassination and espionage ",ninja,2
US state ,indiana,14
Period of time ,month,19
Male domestic feline ,tomcat,1
Wine merchant ,vintner,1
