CLUE,ANS,POS
Norwegian city ,oslo,1
Non-professional ,amateur,1
"Not liable to, perhaps disease ",immune,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,1
Thin and easily torn ,flimsy,8
Recount ,narrate,1
"Flip, coin or pancake say ",toss,1
Cancel out,nullify,1
Occurrence ,event,2
Greek tragedian ,aeschylus,2
Birthplace of Jesus,bethlehem,2
A synthetic fabric ,nylon,2
Radio identification ,call sign,1
Police officer,inspector,5
"Length of time, or a full stop ",period,7
Measuring stick ,ruler,1
Electronic material ,silicon,1
All of one's assets -- 5-door car ,estate,10
"Pillager, plunderer ",raider,2
Handsome young man of Greek mythology ,apollo,4
Attack by many parasites ,infestation,1
Pale sherry,amontillado,2
Apprehension ,dread,5
Light shoe,flip-flop,3
