CLUE,ANS,POS,FOUND IN
Hostile ,warlike,13,Warlike (historical context)
Pencil/cigarette remnant ,stub,5,"Stub (more commonly associated with cigarettes, but could work in a broader context)"
Imperial capacity measure,pint,2,Pint (pt) - A pint can be 20 fluid ounces for liquid but may also refer to a dry measure equaling approximately 352 cubic centimameters (the Imperial pint).
Military training ,drill,3,Drill Instructor
Honey producer ,bee,1,Beekeeper
Pioneer scientist ,galileo,3,Galileo Galilei
"Conduct business, negotiate ",transact,2,Brokerage (as it involves negotiation and facilitating transactions)
Prepare (material) for publishing ,edit,1,Editing
Deep cut ,gash,1,"Gash (deep, long cut wound)"
Regard as likely to happen ,expect,8,Expected
