CLUE,ANS,POS
Formerly capital of Nigeria ,lagos,1
"Be present at, turn up for ",attend,1
Lacking in restraint ,uninhibited,3
Motor fuel ,diesel,3
"Complete, absolute ",total,6
Printing error ,typo,2
Major Asian river ,indus,5
Musical instrument like a small guitar ,mandolin,2
Demand firmly ,insist,1
Branch of mathematics ,algebra,1
Devilment or roguishness ,mischief,7
"Adversary, antagonist ",opponent,4
"Notions, thoughts ",ideas,1
Largest city in New Mexico ,albuquerque,1
Bird expert ,ornithologist,1
Group of families,tribe,2
One receiving medical care ,patient,1
Loud cry of a bull ,bellow,2
Discomfort due to changing time zones when flying,jet lag,1
