CLUE,ANS,POS
Meddle or interfere with ,tamper,4
A long arduous march ,trek,1
Disagree heatedly ,argue,1
Light volcanic rock ,pumice,4
Unpleasant ,nasty,5
It's thrown in a field event ,javelin,3
Inhabitant of a city ,citizen,4
Doctor Who genre ,sci-fi,16
Small falcon,kestrel,1
Draught of medicine ,potion,6
Official procedure ,protocol,1
Underground passage ,tunnel,2
Plenteous ,ample,2
Roman emperor ,nero,5
Mediterranean island ,cyprus,1
Large army guns ,artillery,2
Rank ,status,4
"Hot and bothered, rattled",flustered,4
Threefold ,triple,3
Memo ,note,1
Revealed; spread out ,unfolded,19
Be there ,attend,4
Portuguese Atlantic isles ,azores,1
Verify -- rein in ,check,4
Poison ,toxin,1
