CLUE,ANS,POS
Small tower on a castle ,turret,1
Marsupial ,wallaby,2
Region of South America ,patagonia,3
Something owed,debt,1
Foe ,enemy,1
Flow of air or water ,current,8
Evaluated ,assessed,1
Young geese,goslings,1
"Bend, distort ",twist,3
"In yoga, a centre of spiritual power in the body ",chakra,1
Chocolate substitute ,carob,1
Light-hearted friendly talk ,banter,1
Affable ,genial,17
Subatomic particle ,neutron,3
Up-to-date ,modern,3
Vend ,sell,1
Murder (mainly US) ,homicide,1
Handgun ,pistol,1
Great ape of film ,king kong,1
Ill-mannered ,rude,1
Clothes cupboard ,wardrobe,1
