CLUE,ANS,POS
"Inscribed slab found 1799, making it possible to decipher Egyptian hieroglyphics ",rosetta stone,1
Hard Italian cheese,parmesan,1
"Trot in after sea-god, son of Poseidon ",triton,2
Tiredness,fatigue,1
Exotic flower ,orchid,5
Hostelry for travellers ,inn,4
Set of clothes or group of people ,outfit,4
Items of cutlery ,spoons,4
Sheer fabric of silk or rayon ,chiffon,1
"Medieval Japanese trained in martial arts, assassination and espionage ",ninja,1
US state ,indiana,14
Curly-haired breed of dog ,poodle,1
"Liszt or Ravel, say ",composer,1
Thin pointer ,needle,1
Male domestic feline ,tomcat,1
