CLUE,ANS,POS
Astrological band of the sky with 12 signs ,zodiac,1
Rich fabric ,velvet,2
Easily sacrificed ,expendable,1
Nocturnal bird ,owl,1
Drug reducing cholesterol,statin,1
Repair ,mend,2
Central mass of a cell ,nucleus,1
Lesson offered by story ,moral,1
Remember ,recall,1
"Tremendous, gigantic ",enormous,2
Synthetic fabric ,nylon,2
(Of a face) yellowish ,sallow,1
Former name of Istanbul ,constantinople,2
Absolutely sure ,certain,1
One living at others' expense ,sponger,7
Acquire ,obtain,1
Stretch of time ,period,3
Wee ,tiny,3
Feeling guilty ,ashamed,3
"Caribbean country, capital Port-au-Prince ",haiti,1
