CLUE,ANS,POS,FOUND IN
"""Dutch"" tree",elm,2,"Elm Tree: The Dutch elm disease devastated many elm tree populations in the Netherlands; however, resistant strains have been developed over time to combat this issue."
One serves at table ,waiter,17,Table attendants and waiters/waitresses
Long-winded ,prolix,7,Prolixically expressed
The art of growing ornamental dwarfed plants ,bonsai,1,Bonsai cultivation
Tether,leash,18,Leash-like apparatus
Tiredly ,wearily,14,Wearily tense muscles
Of figures ,numerical,1,Numerical value
Group of clubs; about three miles ,league,2,"League's Circle: Three affiliated organizations that gather for collaborative events or activities, situated around a central point roughly three miles away from each other."
Of regions around the North Pole ,arctic,1,Arctic Circle
Chair of the monarch ,throne,2,Royal Throne Holder
Admission ,entry,2,Entryway
Sea between Italy and former Yugoslavia ,adriatic,1,Adriatic Gulf
Joint of the body ,shoulder,11,"Ball-and-socket joint: Another category of synovial joint allowing for multi-directional movements (rotation and gliding) at an angle, such as hip or shoulder joints."
100 years ,century,4,Lifetime achievement after a century
Interval of quiet,lull,27,Tranquil lull
Graduates of a college ,alumni,1,College alumni
Ornament with slightly raised pattern,emboss,1,Embossed
Immediate ,instant,1,Instantaneous
Short-long metric foot ,iamb,1,"Iambic (short, unstressed followed by long, stressed syllable)"
