CLUE,ANS,POS,FOUND IN
Alter ,amend,2,Amendable - capable of being altered or modified
Male fertilising organ of flowering plants ,stamen,1,Here's a comprehensive list of words that are associated with or could describe various aspects related to stamen:
Chris - - (women's tennis) ,evert,1,Chris Evert
Public fuss,furore,9,Furore (British English)
"With tender, nostalgic or sad feelings ",sentimental,4,Sentimentally
Fasten; level game ,tie,20,"Flatten (in contexts such as terrain or disparities; not common in crosswords, but possible)"
Lloyd Webber musical set in Argentina ,evita,2,"Evita (though not a Lloyd Webber, the subject matter fits)"
Pull hard ,yank,3,"Yank (A sudden, quick pulling action)"
Accessible to all ,public,8,Publicly available
Game in which the answer is acted out ,charade,3,Charades
