CLUE,ANS,POS
Stuck-up ,snobbish,2
Responsibility or burden ,onus,4
State of being held prisoner ,captivity,2
Area of land feeding one river ,drainage basin,1
Brilliant - dazzling,scintillating,5
In good spirits ,cheery,1
Appraise ,assess,2
Nothingness ,nullity,3
Bring about; on time ,prompt,20
Dessert ,pudding,4
Group of things that belong together ,set,8
Anticipate ,foresee,1
World War I battlefield,ypres,16
Idle wanderer ,vagabond,11
Afflication ,malady,3
Gesture expressing unconcern,shrug,1
Mistake ,error,2
Belgian city,antwerp,3
Sports or entertainment venue ,arena,2
