CLUE,ANS,POS,FOUND IN
"Large, mainly Mongolian, desert",gobi,1,Gobi Desert
A cold meal ,salad,13,Noodle salad (often served cold)
Play music in the street ,busk,1,Busker
Get down low ,crouch,1,Crouched
Award conferred as a mark of respect ,honour,5,Legion of Honour
Catch the breath ,gasp,3,Gasping
Fan out in ornamental water jet ,fountain,9,Fountain display
"Native to, eg, Cardiff ",welsh,12,Native Welsh
Of the distinct ways of living of a particular group of people,ethnic,11,Ethnicity
Separated ,apart,8,Pairing apart
"Fast river flows, white waters ",rapids,16,Plunging rapids
Pursue quarry ,hunt,2,Hunt for
Blank areas ,spaces,2,Empty spaces
Widespread ,mass,17,Massive scale
"Fidel . . . . . ., Cuban chief ",castro,1,Castro-esque leadership
