CLUE,ANS,POS,FOUND IN
Class of animal including spiders and scorpions ,arachnid,1,"However, if you are specifically referring to spiders and scorpions, they do not belong to this group but rather fall under the class Arachnida within the phylum Arthropoda"
Driven by liquid under pressure ,hydraulic,16,Hydraulic power (due to pressure)
Threadlike strands growing from the skin ,hair,14,Fibrofolliculomas (benign hair follicle tumor)
Jutting part of lower jaw,chin,8,Jutting chin (mental eminence)
Type of fastening - on/off key,toggle,7,Toggleable
Sailor from the Arabian Nights ,sinbad,1,"Sinbad: A fictional sailor known for his adventures in ""The Book of One Thousand and One Nights."""
Pulchritude,beauty,20,Radiant beauty
Took a loan of ,borrowed,1,Borrowed funds
Natural gift ,talent,2,Inborn talent
Treatment centre ,clinic,2,Medical clinic
Wool from long-haired goats ,angora,3,"Mohair (from Angora goats, although not typically long-haired)"
