CLUE,ANS,POS
Scene of Falklands battle,goose green,1
Container kept at a low temperature,cool box,7
French impressionist painter ,renoir,2
Composer or performer ,musician,1
Large gun ,cannon,1
Readily apparent ,evident,18
Throw away ,jettison,5
Ruler ,queen,2
Commercial promotion ,advertisement,1
Raised pulpit ,ambo,1
Freshwater sea of Israel ,galilee,3
Strong wind ,gale,1
"Source, derivation ",origin,1
Mental picture; idol ,image,2
Reckoning of a debt or of votes ,tally,11
Jealousy ,envy,1
Cutting tools,knives,5
Appeal ,plea,4
Profession dealing with finance ,accountancy,1
Definite article ,the,1
Spanish city; orange type ,seville,2
"Answer, reaction ",response,1
Striped equine ,zebra,1
To a small degree ,slightly,1
"Shrewdness, good for business ",acumen,1
