CLUE,ANS,POS
Antagonistic ,hostile,4
Legal document ,writ,7
Digit ,numeral,1
Lowest point ,nadir,4
Relaxed ,at ease,16
Food made from milk ,cheese,2
Appraisal ,assessment,2
One who drives out evil spirits by prayer ,exorcist,1
Perception ,insight,5
Rubbish ,litter,3
African country ,uganda,16
What the Venus de Milo lacks ,arms,1
Reliable; not hollow,solid,1
Far from beautiful ,ugly,1
Irritated ,annoyed,1
Ordained church members ,clergy,7
Apiarist ,beekeeper,1
Remember ,recall,14
African carrion-feeder,hyena,2
Mother or father ,parent,1
Journey ,trek,6
Large water bird ,swan,6
Bivalve mollusc with fan-shaped shell,scallop,1
"Pest, pain in the neck",nuisance,1
Rare ,scarce,3
"Republic bordering on the Black Sea, capital Kiev",ukraine,1
Different ,varied,1
Residue of fire ,ashes,1
Body tissue that contracts and expands ,muscle,1
Fold or wrinkle ,crease,1
Canny ,shrewd,1
American bison ,buffalo,1
Magnate,tycoon,1
