CLUE,ANS,POS,FOUND IN
"In music, below the correct pitch ",flat,1,Flat note: A musical note that is played or sung slightly lower than its written pitch.
Of towns and cities ,urban,1,Urban centers
Satisfy (a requirement) ,fulfil,1,Fulfill
Pack away ,stow,6,Stow away neatly
Golf ball support,tee,2,Tee-marker stand
Journey by water or through space ,voyage,1,Maritime voyage
Cul-de-sac,dead end,1,Dead end street
Departed ,gone,3,Gone on a trip
Place in peril ,endanger,1,Endangered
Apparatus for heating,radiator,10,Radiators
"The ""single currency""",euro,1,Eurozone
Future prospect ,outlook,2,Bright outlook
"Prediction, of weather perhaps ",forecast,1,Forecasting
Birdsong ,tweet,7,Tweeting tunefulness
Novel by Louisa May Alcott ,little women,1,"Little Women: This classic novel, published in 1868, is one of Louisa May Alcott's most famous works"
Public speaker ,orator,1,Oratorical prowess
