CLUE,ANS,POS
Norwegian city ,oslo,4
Non-professional ,amateur,15
"Not liable to, perhaps disease ",immune,4
Porous substance to absorb liquid ,sponge,1
Thin and easily torn ,flimsy,1
Recount ,narrate,2
"Flip, coin or pancake say ",toss,1
"Annelid worm, used in medicine of old",leech,1
Cancel out,nullify,1
Slender ,thin,13
"Salves, emollients ",ointments,2
A synthetic fabric ,nylon,1
Police officer,inspector,5
"Length of time, or a full stop ",period,1
Measuring stick ,ruler,1
Get the better of by being more cunning ,outfox,5
Electronic material ,silicon,9
All of one's assets -- 5-door car ,estate,4
"Pillager, plunderer ",raider,2
Attack by many parasites ,infestation,1
First tsar of Russia,ivan,1
Men who are mighty in battle ,warriors,1
Apprehension ,dread,8
Light shoe,flip-flop,9
Abnormal body sac containing fluid ,cyst,1
